basin_id;basin_name;lat;lon;area_km2;elevation_m;slope_deg;forest_frac;lat_gauge;lon_gauge;gravelius_frac;perimeter_m;aspect_deg;grass_frac;wetland_frac;water_frac;urban_frac;shrubs_frac;crops_frac;snowice_frac
01030000;PENOBSCOT RIVER NEAR MATTAWAMKEAG, ME;45.9723301;-69.24162211;8043.653267;336.9100014;3.63573689;0.51291964;45.5663333;-68.40366389;3.164066118;1048.237059;133.443692;0.015558701;0.17960486;0.114557963;0.010865083;0.164194901;0.002298853;0
01030500;Mattawamkeag River near Mattawamkeag, Maine;45.80526604;-68.14985507;3671.033258;174.7361991;2.04695264;0.53695945;45.5011111;-68.3058333;2.531522004;544.3306821;152.5192679;0.000797667;0.285558854;0.039161936;0.02701776;0.074446356;0.03605798;0
01031500;Piscataquis River near Dover-Foxcroft, Maine;45.23552708;-69.580385;771.486538;302.1480463;3.91811974;0.59385121;45.175;-69.3147222;2.611605964;257.1579543;110.9986455;0.001508256;0.141174768;0.037545375;0.0391107;0.157180622;0.029629071;0
01033000;Sebec River at Sebec, Maine;45.35947826;-69.3785627;843.975206;276.7566255;4.58326134;0.60502072;45.27;-69.1122222;2.516297763;259.549226;168.9754904;0.003321087;0.115968201;0.122074157;0.01850814;0.131323038;0.003784655;0
01033500;PLEASANT RIVER NEAR MILO, ME;45.48266729;-69.16078435;836.208563;342.526538;5.60116864;0.65100536;45.28257778;-69.00343889;2.462882201;252.4037563;138.7465517;0.004766368;0.161300313;0.03595088;0.012688191;0.131350632;0.002938254;0
01034000;Piscataquis River at Medford, Maine;45.3336232;-69.31680749;3008.279722;275.4365891;4.27616012;0.58938206;45.26055556;-68.8686111;2.399791757;467.4840928;136.8863857;0.003399498;0.168256982;0.057295156;0.033149213;0.118770366;0.029746728;0
01034500;Penobscot River at West Enfield, Maine;45.76673208;-68.95285205;16625.79378;267.7746236;3.2505916;0.53329235;45.2361111;-68.65138889;3.334205999;1557.51235;143.2187945;0.008419955;0.2076448;0.084862279;0.021269174;0.127827431;0.016684008;0
01035000;PASSADUMKEAG RIVER AT LOWELL, ME;45.20346687;-68.25130169;768.897657;126.5423083;2.83974072;0.45555422;45.1839361;-68.474425;2.670241108;262.543004;141.4640741;0.000857395;0.299212191;0.141797381;0.011243471;0.084730915;0.006604426;0
01036000;PENOBSCOT RIVER AT PASSADUMKEAG, ME;45.73445511;-68.91706831;17477.53563;258.8485503;3.21657137;0.52801515;45.18258056;-68.62348889;3.502317416;1685.541825;144.5491527;0.008016148;0.214129135;0.087550862;0.021089537;0.125003721;0.016195448;0
01036390;Penobscot River at Eddington, Maine;45.67210045;-68.8978555;19455.44072;242.3520269;3.06128786;0.51748289;44.82666667;-68.6966667;3.464834463;1745.828169;146.9481218;0.007415365;0.229896322;0.084064314;0.025246805;0.117550084;0.018344221;0
01037000;Kenduskeag Stream near Bangor, Maine;44.96105319;-69.04161587;507.420676;90.74424116;1.93111854;0.45944126;44.8611111;-68.8316667;2.618077343;194.8419004;139.0151061;0.002892588;0.214236192;0.004543466;0.089207067;0.026056022;0.203623407;0
01041000;KENNEBEC RIVER AT MOOSEHEAD, ME;45.64436439;-69.97787703;3282.701108;438.3253077;4.23129834;0.39375412;45.58485;-69.71696389;2.824744741;575.0685559;194.6031801;0.012950462;0.140946348;0.226176198;0.014015592;0.212147321;9.96E-06;0
01042500;Kennebec River at The Forks, Maine;45.60180356;-69.95461766;4116.32079;426.9840917;4.16388091;0.38605807;45.3397222;-69.9619444;2.573454751;586.3575699;175.5797242;0.011995579;0.149852719;0.197947518;0.01337293;0.240729567;4.36E-05;0
01043500;Dead River near Dead River, Maine;45.18507983;-70.50380208;1335.862596;533.7414986;6.33188572;0.46329618;45.22905;-70.20112778;2.560369451;333.2860675;28.94545655;0.026107216;0.150050885;0.102044459;0.026897132;0.231308411;0.000295719;0
01045000;DEAD RIVER AT THE FORKS, ME;45.25830118;-70.41743555;2244.559827;516.3114936;6.18763127;0.3956697;45.34905556;-69.99018889;2.448863102;412.7976002;108.7596051;0.020033707;0.144051532;0.076815742;0.017149625;0.346111158;0.000168535;0
01046500;Kennebec River at Bingham, Maine;45.45281099;-70.09841041;7028.811915;449.3565948;4.93252114;0.39444078;45.0519444;-69.8855556;2.744641201;818.2811504;141.5746787;0.01368385;0.145407944;0.153900673;0.01640903;0.275651207;0.000506514;0
01047000;Carrabassett River near North Anson, Maine;44.98885901;-70.16069811;913.874993;378.1461462;6.68944601;0.52230781;44.86916667;-69.955;2.454761471;263.552847;108.6275185;0.003191859;0.165225636;0.022091888;0.061574713;0.1953136;0.030294496;0
01048000;Sandy River near Mercer, Maine;44.73905484;-70.24615871;1335.862596;308.4819263;5.79701678;0.58315459;44.70805556;-69.9375;2.694115391;350.4678341;122.6920589;0.00377525;0.121450098;0.025247068;0.085151499;0.095404811;0.085816681;0
01049000;Sebasticook River near Pittsfield, Maine;44.91297348;-69.3663163;1480.839932;132.6862139;2.48157908;0.47559946;44.71666667;-69.41388889;3.072072621;421.1697529;159.3811097;0.000617043;0.223985008;0.062579665;0.079893904;0.039716442;0.117608481;0
01049205;Kennebec River near Waterville, ME;45.15211928;-69.94815621;13407.8147;331.8674884;4.43997061;0.44509663;44.5305583;-69.6468056;3.137162888;1290.638402;144.5962891;0.007905321;0.165814366;0.099734246;0.050149545;0.172986985;0.058312911;0
01049265;Kennebec River at North Sidney, Maine;45.12570627;-69.94261915;13987.72404;322.0657603;4.36908716;0.44246611;44.4722222;-69.68388889;3.031876569;1274.899041;141.6294456;0.007692861;0.166609856;0.105367329;0.053323388;0.16408767;0.060452788;0
01049500;Cobbosseecontee Stream at Gardiner, Maine;44.25374203;-69.94517399;561.787177;87.99733045;2.93323703;0.46945477;44.22916667;-69.7780556;2.456501028;207.1311802;137.9857489;0.000800537;0.126323469;0.146179802;0.114881383;0.014050288;0.128309748;0
01053500;Androscoggin River at Errol, NH;44.98427427;-70.9251055;2707.969526;597.1398838;6.518424;0.58891044;44.7825;-71.1286111;2.598977807;479.9207855;260.8096985;0.009203397;0.109358462;0.151533932;0.018347525;0.122601148;4.51E-05;0
01053600;Androscoggin River below Bog Brook at Cambridge NH;44.95809851;-70.95414423;3047.112937;590.1002917;6.59127897;0.58770385;44.6661111;-71.18138889;2.440195403;478.6031846;258.5432906;0.008706555;0.112046719;0.140159052;0.020065338;0.130771378;0.000547109;0
01054000;Androscoggin River near Gorham, NH;44.90487951;-70.98021737;3523.467041;578.4817675;6.54441546;0.57871505;44.4358333;-71.19027778;2.574613927;543.3748611;261.2856133;0.009431016;0.113071976;0.125006896;0.027696808;0.143742898;0.002335357;0
01054500;Androscoggin River at Rumford, Maine;44.75767429;-70.95011983;5353.805908;543.4545398;7.70336162;0.59586659;44.5519444;-70.5441667;2.648807551;688.6501779;236.6581004;0.009935725;0.107932653;0.097692647;0.04059328;0.134742307;0.013236796;0
01058500;LITTLE ANDROSCOGGIN RIVER NEAR AUBURN, ME;44.19856457;-70.4905361;849.152968;187.594428;4.48546399;0.56658682;44.0638722;-70.2740694;2.433135224;252.7127958;136.520763;0.004722716;0.113338568;0.071703789;0.112715719;0.033781254;0.09715113;0
01059000;Androscoggin River near Auburn, Maine;44.62481115;-70.74277752;8447.518703;428.3596383;6.83916221;0.5650972;44.0722222;-70.2080556;2.903736398;949.3565878;191.9276519;0.007450215;0.116271544;0.088789711;0.071834305;0.104458346;0.046098682;0
01064118;Presumpscot River at Westbrook, Maine;43.97168052;-70.58265637;1493.784337;142.1731204;3.30579089;0.46947521;43.68694444;-70.3472222;2.916151443;409.4284228;138.7733209;0.003477412;0.109766678;0.185706972;0.123261989;0.035438486;0.07287325;0
01064140;PRESUMPSCOT RIVER NEAR WEST FALMOUTH, ME;43.97168052;-70.58265637;1548.150838;142.1731204;3.30579089;0.46947521;43.7245972;-70.3029333;2.916151443;409.4284228;138.7733209;0.003477412;0.109766678;0.185706972;0.123261989;0.035438486;0.07287325;0
01064500;Saco River near Conway, NH;44.09171306;-71.2577942;996.719185;556.7252742;11.31528428;0.77478087;43.9908333;-71.0905556;1.998703332;224.5221292;132.3813931;0.015570629;0.045394882;0.008168524;0.097943003;0.036907017;0.021235079;0
01065000;OSSIPEE RIVER AT EFFINGHAM FALLS, NH;43.81400775;-71.22573503;854.33073;303.7811228;6.39078863;0.66059099;43.79507526;-71.059234;2.384927209;248.5060126;137.8499251;0.012333268;0.113554028;0.06401271;0.07331203;0.053278998;0.022917976;0
01065500;OSSIPEE RIVER AT CORNISH, ME;43.80688862;-71.14889566;1170.174212;273.6369657;6.16670783;0.6372013;43.8077083;-70.79757778;2.56135524;312.4721979;141.9878356;0.008965764;0.120419796;0.058026436;0.07849631;0.064731645;0.032158754;0
01066000;Saco River at Cornish, Maine;43.97967641;-71.09930423;3347.423133;337.6241195;7.52699508;0.64880293;43.80805556;-70.7816667;2.249310406;463.9758019;130.3491741;0.007945992;0.115041164;0.056151809;0.079141807;0.0531932;0.039723099;0
01076500;PEMIGEWASSET RIVER AT PLYMOUTH, NH;43.94261168;-71.70551671;1610.283982;549.3311614;10.8079507;0.79312853;43.7592388;-71.6856337;2.269526225;324.6023771;189.5935012;0.006191247;0.044570222;0.010056046;0.078361185;0.034664226;0.033028547;0
01080500;LAKE WINNIPESAUKEE OUTLET AT LAKEPORT, NH;43.61625312;-71.31554722;939.763803;226.2177968;4.35796968;0.44832127;43.5492432;-71.4645176;2.511603826;274.1396059;248.3549157;0.001661683;0.074639335;0.318605078;0.094123125;0.03517207;0.027477442;0
01081000;WINNIPESAUKEE RIVER AT TILTON, NH;43.59277248;-71.35957103;1219.362951;225.3587652;4.24171882;0.47211021;43.44174376;-71.5875752;2.585999311;321.6139313;237.7614382;0.003806531;0.074490923;0.269231464;0.10998273;0.03231384;0.038064302;0
01081500;MERRIMACK RIVER AT FRANKLIN JUNCTION, NH;43.74386318;-71.60469495;3901.443667;379.9058434;7.61014559;0.62213715;43.42285456;-71.6528543;2.672163394;595.3047534;191.6417826;0.004147633;0.061978262;0.143271049;0.091756408;0.03525054;0.041458957;0
01085000;CONTOOCOOK RIVER NEAR HENNIKER, NH;43.00126487;-71.99136644;952.708208;353.9164227;4.79309858;0.48782285;43.1520237;-71.85730149;2.152446286;236.9096839;113.8574389;0.003943791;0.182483324;0.068676498;0.136159585;0.036689507;0.08422444;0
01085500;CONTOOCOOK R BL HOPKINTON DAM AT W HOPKINTON, NH;43.02632243;-71.96575445;1105.452187;335.8716504;4.88156449;0.46383219;43.1928569;-71.7472995;2.577809304;305.1542404;113.8229278;0.006578358;0.184690749;0.067665122;0.143774342;0.03967024;0.093788998;0
01088000;CONTOOCOOK RIVER AT PENACOOK, NH;43.16588176;-71.91480993;1983.082846;311.5590138;5.22730915;0.5335607;43.28619038;-71.5984075;2.662796381;422.3998912;113.9339408;0.005017039;0.162369285;0.052105009;0.125406778;0.04233412;0.07920707;0
01091500;PISCATAQUOG RIVER NEAR GOFFSTOWN, NH;43.03372179;-71.731975;522.953962;227.4825847;4.40767188;0.16412354;43.01675;-71.5506252;2.161024647;175.8015164;91.24712569;0.016246694;0.266236152;0.056324283;0.232037975;0.056535123;0.208496232;0
01092000;MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH;43.4595695;-71.65625858;8004.820052;314.8464078;5.98120043;0.55587368;42.9481405;-71.4634002;2.678859803;853.8665142;157.8926487;0.006636285;0.10580938;0.094742151;0.130819983;0.03974306;0.066375461;0
01096500;NASHUA RIVER AT EAST PEPPERELL, MA;42.53166031;-71.76918482;1126.163235;196.9838526;3.11127465;0.09985664;42.66758945;-71.57506809;2.497087026;299.5721716;104.7631447;0.011698178;0.211963615;0.081850095;0.409128901;0.024966694;0.160535874;0
01099500;CONCORD R BELOW R MEADOW BROOK, AT LOWELL, MA;42.39535658;-71.47912932;1035.5524;86.17103342;2.19437587;0.01373454;42.6367581;-71.3020047;2.331917135;268.4266038;98.98212548;0.003676094;0.233962755;0.049496414;0.62143268;0.006687915;0.071009604;0
01100000;MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA;43.18258349;-71.63312281;11999.46344;255.9808525;4.88772348;0.39072881;42.64592464;-71.2983937;2.963458868;1157.977525;136.9803014;0.007428058;0.139905469;0.08252744;0.263814393;0.033314886;0.082280939;0
01104200;CHARLES RIVER AT WELLESLEY, MA;42.18586245;-71.35937806;546.253891;71.50334144;1.89178427;0.02809909;42.3164861;-71.227833;3.080727148;258.2259919;105.8435678;0.004888351;0.245093791;0.024486997;0.635492812;0.007859936;0.054079023;0
01104500;CHARLES RIVER AT WALTHAM, MA;42.21479833;-71.34685894;649.809131;69.46303453;1.94174303;0.02444947;42.37231857;-71.2336668;3.147013343;286.5889475;96.98222371;0.00410289;0.229264218;0.033532582;0.650802692;0.006910762;0.050937389;0
01108000;TAUNTON RIVER NEAR BRIDGEWATER, MA;41.97070397;-70.94746989;675.697941;30.1891844;1.09563168;0.04982613;41.9339903;-70.9564307;3.204583276;298.789213;153.99078;0.011602481;0.303159339;0.084054934;0.438754069;0.005727056;0.106875991;0
01111212;BLACKSTONE RIVER, RT 122 BRIDGE NEAR UXBRIDGE, MA;42.18655157;-71.7415487;631.686964;168.2096687;3.02201537;0.02635293;42.05481959;-71.6164542;2.375837837;213.6912071;101.1685332;0.00761198;0.176422473;0.056191894;0.622985083;0.023917099;0.086518538;0
01112500;BLACKSTONE RIVER AT WOONSOCKET, RI;42.11443973;-71.69764553;1076.974496;154.1861439;2.76294292;0.03651494;42.0064871;-71.5025613;2.643896154;306.3434351;98.77530401;0.012879682;0.206331126;0.053445488;0.568866484;0.026806704;0.095155578;0
01113895;BLACKSTONE R AT ROOSEVELT ST AT PAWTUCKET RI;42.09212247;-71.65591834;1227.129594;141.6940689;2.73222331;0.03136864;41.8884331;-71.38144467;2.969639863;375.5457045;104.2234367;0.012204518;0.198661033;0.053155215;0.590525248;0.023632945;0.090452402;0
01116500;PAWTUXET RIVER AT CRANSTON, RI;41.75228821;-71.62427643;517.7762;115.0138301;2.23633049;0.04822326;41.75093399;-71.4450575;2.406425417;197.6283452;109.9152365;0.016762406;0.269081945;0.090320241;0.485615965;0.012973986;0.077022194;0
01118500;PAWCATUCK RIVER AT WESTERLY, RI;41.50084255;-71.70504492;763.719895;75.86881432;2.27845801;0.06861077;41.38371065;-71.8331247;2.59976615;258.0596942;164.3323754;0.012703526;0.408875402;0.050990096;0.261168916;0.013546161;0.184105127;0
01122500;SHETUCKET RIVER NEAR WILLIMANTIC, CT;41.85929381;-72.24467823;1045.907924;195.2515331;3.67840438;0.25655192;41.70037644;-72.1820223;2.202119429;255.4836052;191.1154312;0.00357295;0.258998484;0.043198375;0.256608443;0.027079729;0.153990097;0
011230695;SHETUCKET RIVER AT TAFTVILLE, CT;41.8233773;-72.21202681;1325.507072;178.9306247;3.60697431;0.23795592;41.57000278;-72.0462444;2.342969427;306.1950348;192.5792854;0.004754526;0.266518406;0.0423315;0.243335073;0.025749267;0.179355305;0
01125500;QUINEBAUG RIVER AT PUTNAM, CT;42.07637809;-72.00092325;849.152968;211.5924139;3.47813515;0.17526119;41.909475;-71.91386389;2.614981891;271.3564752;154.4103775;0.004662087;0.255366951;0.073703163;0.310119838;0.020741849;0.160144924;0
01127000;QUINEBAUG RIVER AT JEWETT CITY, CT;41.90506807;-71.9354036;1845.872153;169.5099105;3.07151095;0.12545671;41.59749167;-71.9840944;3.130891612;480.3211342;202.2848494;0.007293739;0.330179956;0.061282518;0.268329598;0.02041596;0.187041517;0
01129200;CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH;45.12986054;-71.27941496;657.575774;590.518387;5.94100347;0.69112796;45.04032368;-71.4439704;1.969643071;179.5414426;274.4677904;0.006590164;0.091042972;0.075957118;0.040762949;0.087255673;0.007263168;0
01129500;CONNECTICUT RIVER AT NORTH STRATFORD, NH;44.99387115;-71.47905212;2068.515919;539.8974626;6.35403721;0.64773309;44.74977166;-71.63120018;2.350636941;379.2262267;255.4909833;0.00341864;0.088461873;0.029896136;0.050626316;0.079392474;0.100471477;0
01130000;UPPER AMMONOOSUC RIVER NEAR GROVETON, NH;44.61202636;-71.35378339;600.620392;583.0835136;8.60643108;0.73591184;44.62505316;-71.4689721;2.197489515;191.0756005;91.48297967;0.00542869;0.08830082;0.013737406;0.032871777;0.113360923;0.010388539;0
01131500;CONNECTICUT RIVER NEAR DALTON, NH;44.78364363;-71.48821115;3919.565834;524.7880341;6.83189601;0.63687266;44.4100591;-71.7206438;2.46916305;549.3377739;260.9965972;0.0036125;0.111632922;0.024451124;0.05493908;0.085390225;0.083101485;0
01135500;PASSUMPSIC RIVER AT PASSUMPSIC, VT;44.56759634;-71.96290644;1128.752116;439.9817661;6.7171787;0.53952038;44.3656147;-72.0392613;1.886038517;224.956491;177.50796;0.002202384;0.073133597;0.006308354;0.124092272;0.069380143;0.185362873;0
01138000;AMMONOOSUC RIVER NEAR BATH, NH;44.21586693;-71.73070179;1022.607995;521.4612597;8.58533064;0.67696201;44.15395258;-71.9856454;2.335126434;266.2633169;308.4671016;0.010572794;0.056659076;0.006161353;0.115198862;0.066968294;0.067477611;0
01138500;CONNECTICUT RIVER AT WELLS RIVER, VT;44.60055304;-71.68058113;6845.001364;490.9948027;7.03414097;0.61342392;44.15339689;-72.0417577;2.557423249;766.2948882;263.4268202;0.004035072;0.090626783;0.0249559;0.07993512;0.076631708;0.110391495;0
01142000;WHITE RIVER NEAR BETHEL, VT;43.84295687;-72.82747316;623.920321;547.2799783;12.1272898;0.66738059;43.81145558;-72.65621269;1.916684394;169.435018;123.5708594;0.001692797;0.035779293;0.003282448;0.121402048;0.048314484;0.122148335;0
01144000;WHITE RIVER AT WEST HARTFORD, VT;43.88603331;-72.66162546;1786.32789;452.3049841;10.14942987;0.58361568;43.71423614;-72.418149;2.062634658;309.9980887;136.775021;0.001251668;0.029813981;0.006639394;0.113820403;0.042990724;0.22186815;0
01144500;CONNECTICUT RIVER AT WEST LEBANON, NH;44.37472857;-71.92717677;10593.70105;463.298521;7.66474174;0.60328252;43.64618187;-72.3123134;2.905155769;1063.795152;239.2153786;0.003134064;0.074370454;0.023317612;0.092357571;0.064435284;0.139102498;0
01151500;OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT;43.62053852;-72.61520241;572.142701;468.2293825;10.41375101;0.54816198;43.60257077;-72.35425819;2.056867242;175.9985587;94.1300456;0.006939477;0.030248443;0.014232252;0.153484132;0.016517787;0.230415932;0
01152500;SUGAR RIVER AT WEST CLAREMONT, NH;43.40346718;-72.15551439;696.408989;388.9091075;5.90126557;0.57217993;43.38757327;-72.36203409;2.154385805;203.3659382;251.8750482;0.00674854;0.084192761;0.079416834;0.143282582;0.019522647;0.094656708;0
01154500;CONNECTICUT RIVER AT NORTH WALPOLE, NH;44.14278501;-72.04728723;14220.72333;442.9229808;7.60338148;0.5900852;43.12618905;-72.4367549;3.014912785;1279.954681;207.0223151;0.003596765;0.072160963;0.02806674;0.106514237;0.053767407;0.145808682;0
01155910;WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT;43.16974133;-72.83518538;730.064442;529.6856233;7.59384093;0.6875552;43.0511901;-72.7000939;1.90834289;183.1796109;127.3516865;0.002426465;0.093925035;0.011158219;0.103786401;0.011791975;0.089356708;0
01156000;WEST RIVER AT NEWFANE, VT;43.16008246;-72.81975767;797.375348;512.99357;7.7937079;0.68628448;42.99535805;-72.636481;2.107507056;211.7040443;128.7343812;0.002224895;0.091422453;0.011116402;0.105089278;0.011339699;0.092522794;0
01156500;CONNECTICUT RIVER AT VERNON, VT;44.01230892;-72.11804938;16221.92835;436.0905456;7.5436306;0.58716974;42.7714715;-72.51425569;3.077875305;1395.749142;170.7528583;0.003631239;0.072256289;0.028406168;0.110439983;0.049295277;0.148801301;0
01160350;ASHUELOT RIVER AT WEST SWANZEY, NH;42.98284082;-72.21858634;818.086396;368.8390866;5.6119491;0.5815709;42.87147076;-72.3281415;2.463349904;251.5953757;239.7780595;0.002829918;0.125840203;0.044766019;0.154244193;0.024140885;0.066607881;0
01161000;ASHUELOT RIVER AT HINSDALE, NH;42.93859855;-72.25795833;1087.33002;340.9357006;5.72273951;0.55949299;42.78591586;-72.4861996;2.505374565;295.3756517;235.4743851;0.002713146;0.141372271;0.041723584;0.156437967;0.026180539;0.0720795;0
01166500;MILLERS RIVER AT ERVING, MA;42.65131075;-72.15135726;963.063732;305.8151867;3.82691732;0.38197708;42.5975862;-72.43786449;2.754412632;305.9162688;210.7495949;0.011684466;0.247987348;0.056362099;0.214330983;0.020190287;0.067467738;0
01168151;DEERFIELD RIVER NEAR ROWE, MA;42.88677946;-72.94612956;657.575774;654.4853491;7.19967772;0.57617593;42.68258325;-72.9764886;1.983304197;182.1006242;142.133992;0.006795407;0.160953651;0.076509254;0.094372285;0.021472195;0.063721274;0
01168500;DEERFIELD RIVER AT CHARLEMONT, MA;42.81364655;-72.94651427;934.586041;602.4152965;7.62604155;0.61358889;42.626;-72.8541944;2.230934863;244.1798281;135.0764084;0.005042008;0.127333632;0.058898587;0.100778228;0.020946015;0.073412635;0
01170000;DEERFIELD RIVER NEAR WEST DEERFIELD, MA;42.75474689;-72.88360797;1442.006717;521.7942537;7.58034068;0.59477712;42.53591957;-72.65342328;2.1987163;299.3216397;124.7859096;0.003697684;0.101272608;0.041586093;0.111313854;0.017145226;0.130207416;0
01170500;CONNECTICUT RIVER AT MONTAGUE CITY, MA;43.7633697;-72.19435097;20348.60466;424.4390272;7.21413174;0.56856531;42.5802222;-72.5745;3.301556139;1678.605335;166.9639052;0.004169563;0.087007279;0.031986627;0.122253161;0.043612866;0.142405198;0
01172003;CONNECTICUT RIVER BELOW POWER DAM AT HOLYOKE,MA;43.69003507;-72.21579157;21511.01223;410.0846713;7.03416908;0.54525728;42.210092;-72.59508919;3.42093679;1788.254746;168.3471382;0.004110864;0.09261945;0.032943801;0.132993023;0.042500647;0.149574938;0
01172010;CONNECTICUT R AT I-391 BRIDGE AT HOLYOKE, MA;43.68872128;-72.21612425;21570.55649;409.7774382;7.02930502;0.5442947;42.19146944;-72.6093111;3.412677403;1784.749288;168.5011855;0.004103607;0.092470671;0.032964199;0.134415783;0.042428489;0.149322555;0
01173500;WARE RIVER AT GIBBS CROSSING, MA;42.40158021;-72.09122482;510.009557;276.2428632;3.60470867;0.28983292;42.2362038;-72.27258047;2.871894775;232.0717339;225.9544853;0.004939426;0.303841269;0.035363099;0.168803663;0.020442153;0.176777471;0
01177000;CHICOPEE RIVER AT INDIAN ORCHARD, MA;42.33036364;-72.19741737;1783.739009;241.9637919;3.92064148;0.24415555;42.16064906;-72.5139756;2.666286472;403.0800227;221.3569963;0.004619006;0.237838947;0.157373706;0.191096487;0.022742408;0.142173891;0
01183500;WESTFIELD RIVER NEAR WESTFIELD, MA;42.3021541;-72.91491784;1286.673857;368.3355824;5.52747693;0.43152352;42.1067602;-72.698981;2.784475671;358.2335077;129.4056476;0.006624892;0.150847817;0.036492964;0.217172632;0.017111575;0.140226602;0
